Title,Pembimbing,Keywords,NIM
Sistem Manajemen Basis Data Patroli Pencegahan Karhutla Wilayah Sumatra,"Dr. Hendra Rahmawan, S.Kom, M.Kom","economics, mobile web, prototyping, sistem akuisisi, komunikasi, ilmu komputer, visualisasi data, manajemen basis data, proses pengembangan, sistem informasi, proses, model relasional, sistem arsitektur, visualisasi",G6401211018
Perancangan Arsitektur Sistem Informasi Patroli Pencegahan Kebakaran Hutan dan Lahan (SIPP Karhutla) Menggunakan TOGAF ADM,"Prof. Dr. Imas Sukaesih Sitanggang, S.Si, M.Kom","architecture framework, bpmn, business process, business process model, business process modeling, class diagram, information system, process, process modeling, requirements management, system architectures, use case diagram, model arsitektur, pengumpulan data, proses pengembangan, ekonomi, perangkat keras, kualitas informasi, sistem informasi, arsitektur sistem informasi, teknologi informasi, proses, kepuasan, kualitas layanan, perangkat lunak, arsitektur sistem, kualitas sistem",G6401211019
Sistem Manajemen Basis Data Patroli Pencegahan Karhutla Wilayah Sumatra,"Dr. Hendra Rahmawan, S.Kom, M.Kom","economics, mobile web, prototyping, sistem akuisisi, komunikasi, ilmu komputer, visualisasi data, manajemen basis data, proses pengembangan, sistem informasi, proses, model relasional, sistem arsitektur, visualisasi",G6401211019
"Sistem Informasi Jamu pada Serat Centhini, Buku Jampi dan Kitab Tibb.","Prof. Dr. Eng. Wisnu Ananta Kusuma, ST, MT","class diagram, modeling language, php, prototyping, sql, tes, uml, unified modeling language, komunikasi, keanekaragaman, sistem informasi, pengujian sistem",G6401211019
Analisis dan Perancangan Arsitektur Sistem Informasi Internal pada Sekolah Bisnis – Institut Pertanian Bogor dengan metode TOGAF-ADM,"Irman Hermadi, S.Kom, MS, P.hD","activity diagram, architecture framework, class diagram, enterprise architecture, information system, information system architecture, modelling language, process, system architecture, uml, unified modelling language, use case diagram, meningkatkan, proses bisnis, pengumpulan data, fungsi, sistem informasi, arsitektur sistem informasi, data terintegrasi, proses, arsitektur sistem",G6401211019
Penerapan Scrum dengan Game-Based Retrospective: Starfish dalam Pengembangan Aplikasi Zikirin,"Firman Ardiansyah, S.Kom., M.Si.","process, scrum, software, software development, menjawab pertanyaan, perangkat lunak kolaboratif, proses pengembangan, proses, perangkat lunak, pengembangan perangkat lunak",G6401211019
Pengembangan Sistem Informasi Manajemen Stok Produk di Pusat Kajian Hortikultura Tropika IPB,"Auriza Rahmad Akbar, S.Komp., M.Kom.","proses bisnis, sistem informasi, proses",G6401211020
Sistem Manajemen Basis Data Patroli Pencegahan Karhutla Wilayah Sumatra,"Prof. Dr. Imas Sukaesih Sitanggang, S.Si, M.Kom","economics, mobile web, prototyping, sistem akuisisi, komunikasi, ilmu komputer, visualisasi data, manajemen basis data, proses pengembangan, sistem informasi, proses, model relasional, sistem arsitektur, visualisasi",G6401211020
Pengembangan Sistem Pendukung Keputusan untuk Pemeringkatan Pegawai pada PT XYZ,"Irman Hermadi, S.Kom, MS, P.hD","prototyping, menilai, proses, pengambilan, perangkat lunak, pengembangan perangkat lunak",G6401211020
Prediksi Kandidat Senyawa Herbal Sebagai Anti Inflamasi  COVID-19 Menggunakan Metode BLM-NII pada Jejaring Bipartite,"Prof. Dr. Eng. Wisnu Ananta Kusuma, ST, MT","proses pengembangan, proses",G6401211020
Perancangan Arsitektur Sistem Informasi Patroli Pencegahan Kebakaran Hutan dan Lahan (SIPP Karhutla) Menggunakan TOGAF ADM,"Dr. Hendra Rahmawan, S.Kom, M.Kom","architecture framework, bpmn, business process, business process model, business process modeling, class diagram, information system, process, process modeling, requirements management, system architectures, use case diagram, model arsitektur, pengumpulan data, proses pengembangan, ekonomi, perangkat keras, kualitas informasi, sistem informasi, arsitektur sistem informasi, teknologi informasi, proses, kepuasan, kualitas layanan, perangkat lunak, arsitektur sistem, kualitas sistem",G6401211020
Sistem Manajemen Basis Data Patroli Pencegahan Karhutla Wilayah Sumatra,"Prof. Dr. Imas Sukaesih Sitanggang, S.Si, M.Kom","economics, mobile web, prototyping, sistem akuisisi, komunikasi, ilmu komputer, visualisasi data, manajemen basis data, proses pengembangan, sistem informasi, proses, model relasional, sistem arsitektur, visualisasi",G6401211021
Perancangan Arsitektur Sistem Informasi Patroli Pencegahan Kebakaran Hutan dan Lahan (SIPP Karhutla) Menggunakan TOGAF ADM,"Dr. Hendra Rahmawan, S.Kom, M.Kom","architecture framework, bpmn, business process, business process model, business process modeling, class diagram, information system, process, process modeling, requirements management, system architectures, use case diagram, model arsitektur, pengumpulan data, proses pengembangan, ekonomi, perangkat keras, kualitas informasi, sistem informasi, arsitektur sistem informasi, teknologi informasi, proses, kepuasan, kualitas layanan, perangkat lunak, arsitektur sistem, kualitas sistem",G6401211021
Riset Pengguna Web Mata Kuliah Desain Pengalaman Pengguna Untuk Mendukung Kegiatan Pembelajaran Berbasis Proyek,"Auzi Asfarian, S.Komp., M.Kom.","desain pengalaman, interaksi manusiakomputer, proses, pemikiran, pengalaman pengguna",G6401211021
"Sistem Informasi Jamu pada Serat Centhini, Buku Jampi dan Kitab Tibb.","Prof. Dr. Eng. Wisnu Ananta Kusuma, ST, MT","class diagram, modeling language, php, prototyping, sql, tes, uml, unified modeling language, komunikasi, keanekaragaman, sistem informasi, pengujian sistem",G6401211021
Pengembangan Sistem Informasi Manajemen Stok Produk di Pusat Kajian Hortikultura Tropika IPB,"Auriza Rahmad Akbar, S.Komp., M.Kom.","proses bisnis, sistem informasi, proses",G6401211021
Perancangan dan Implementasi Modul Frontend Sistem Alumni Peduli Berbasis Web Menggunakan Pendekatan UX,"Dr. Yani Nurhadryani, S.Si, MT","meningkatkan, fungsi, kejelasan, proses",G6401211022
Sistem Manajemen Basis Data Patroli Pencegahan Karhutla Wilayah Sumatra,"Prof. Dr. Imas Sukaesih Sitanggang, S.Si, M.Kom","economics, mobile web, prototyping, sistem akuisisi, komunikasi, ilmu komputer, visualisasi data, manajemen basis data, proses pengembangan, sistem informasi, proses, model relasional, sistem arsitektur, visualisasi",G6401211022
Clustering Interaksi antar Protein dan Fungsi Molekuler Menggunakan Graf Fuzzy K-partite,"Prof. Dr. Eng. Wisnu Ananta Kusuma, ST, MT","clustering, database, meningkatkan, pembentukan sel, hasil pengelompokan, pengumpulan data, fungsi, proses, proses penemuan",G6401211022
Pengembangan Modul Pelaksanaan dan Pemantauan Tugas Akhir pada Sistem Informasi Manajemen Tugas Akhir,"Dean Apriana Ramadhan, S.Kom., M.Kom.","software, software development, ilmu komputer, fungsi, sistem informasi, sistem informasi manajemen",G6401211022
Pengembangan Sistem Informasi Manajemen Stok Produk di Pusat Kajian Hortikultura Tropika IPB,"Auriza Rahmad Akbar, S.Komp., M.Kom.","proses bisnis, sistem informasi, proses",G6401211022
Pengembangan Modul Pelaksanaan dan Pemantauan Tugas Akhir pada Sistem Informasi Manajemen Tugas Akhir,"Prof. Dr. Imas Sukaesih Sitanggang, S.Si, M.Kom","software, software development, ilmu komputer, fungsi, sistem informasi, sistem informasi manajemen",G6401211023
Analisis dan Perancangan Arsitektur Sistem Informasi Internal pada Sekolah Bisnis – Institut Pertanian Bogor dengan metode TOGAF-ADM,"Irman Hermadi, S.Kom, MS, P.hD","activity diagram, architecture framework, class diagram, enterprise architecture, information system, information system architecture, modelling language, process, system architecture, uml, unified modelling language, use case diagram, meningkatkan, proses bisnis, pengumpulan data, fungsi, sistem informasi, arsitektur sistem informasi, data terintegrasi, proses, arsitektur sistem",G6401211023
"Sistem Informasi Jamu pada Serat Centhini, Buku Jampi dan Kitab Tibb.","Prof. Dr. Eng. Wisnu Ananta Kusuma, ST, MT","class diagram, modeling language, php, prototyping, sql, tes, uml, unified modeling language, komunikasi, keanekaragaman, sistem informasi, pengujian sistem",G6401211023
Perancangan Arsitektur Sistem Informasi Patroli Pencegahan Kebakaran Hutan dan Lahan (SIPP Karhutla) Menggunakan TOGAF ADM,"Dr. Hendra Rahmawan, S.Kom, M.Kom","architecture framework, bpmn, business process, business process model, business process modeling, class diagram, information system, process, process modeling, requirements management, system architectures, use case diagram, model arsitektur, pengumpulan data, proses pengembangan, ekonomi, perangkat keras, kualitas informasi, sistem informasi, arsitektur sistem informasi, teknologi informasi, proses, kepuasan, kualitas layanan, perangkat lunak, arsitektur sistem, kualitas sistem",G6401211023
Riset Pengguna Web Mata Kuliah Desain Pengalaman Pengguna Untuk Mendukung Kegiatan Pembelajaran Berbasis Proyek,"Auzi Asfarian, S.Komp., M.Kom.","desain pengalaman, interaksi manusiakomputer, proses, pemikiran, pengalaman pengguna",G6401211023
Clustering Interaksi antar Protein dan Fungsi Molekuler Menggunakan Graf Fuzzy K-partite,"Prof. Dr. Eng. Wisnu Ananta Kusuma, ST, MT","clustering, database, meningkatkan, pembentukan sel, hasil pengelompokan, pengumpulan data, fungsi, proses, proses penemuan",G6401211024
Perancangan dan Implementasi Modul Frontend Sistem Alumni Peduli Berbasis Web Menggunakan Pendekatan UX,"Dr. Yani Nurhadryani, S.Si, MT","meningkatkan, fungsi, kejelasan, proses",G6401211024
Sistem Manajemen Basis Data Patroli Pencegahan Karhutla Wilayah Sumatra,"Prof. Dr. Imas Sukaesih Sitanggang, S.Si, M.Kom","economics, mobile web, prototyping, sistem akuisisi, komunikasi, ilmu komputer, visualisasi data, manajemen basis data, proses pengembangan, sistem informasi, proses, model relasional, sistem arsitektur, visualisasi",G6401211024
Pengembangan Modul Pelaksanaan dan Pemantauan Tugas Akhir pada Sistem Informasi Manajemen Tugas Akhir,"Dean Apriana Ramadhan, S.Kom., M.Kom.","software, software development, ilmu komputer, fungsi, sistem informasi, sistem informasi manajemen",G6401211024
Pengembangan Business Trip Management Sytem Menggunakan Workflow Engine (Studi Kasus PT AMN Indonesia).,"Irman Hermadi, S.Kom, MS, P.hD","engine, prototyping, fungsi, teknologi informasi",G6401211024
Sistem Manajemen Basis Data Patroli Pencegahan Karhutla Wilayah Sumatra,"Prof. Dr. Imas Sukaesih Sitanggang, S.Si, M.Kom","economics, mobile web, prototyping, sistem akuisisi, komunikasi, ilmu komputer, visualisasi data, manajemen basis data, proses pengembangan, sistem informasi, proses, model relasional, sistem arsitektur, visualisasi",G6401211025
Perancangan Arsitektur Sistem Informasi Patroli Pencegahan Kebakaran Hutan dan Lahan (SIPP Karhutla) Menggunakan TOGAF ADM,"Dr. Hendra Rahmawan, S.Kom, M.Kom","architecture framework, bpmn, business process, business process model, business process modeling, class diagram, information system, process, process modeling, requirements management, system architectures, use case diagram, model arsitektur, pengumpulan data, proses pengembangan, ekonomi, perangkat keras, kualitas informasi, sistem informasi, arsitektur sistem informasi, teknologi informasi, proses, kepuasan, kualitas layanan, perangkat lunak, arsitektur sistem, kualitas sistem",G6401211025
Analisis dan Perancangan Arsitektur Sistem Informasi Internal pada Sekolah Bisnis – Institut Pertanian Bogor dengan metode TOGAF-ADM,"Irman Hermadi, S.Kom, MS, P.hD","activity diagram, architecture framework, class diagram, enterprise architecture, information system, information system architecture, modelling language, process, system architecture, uml, unified modelling language, use case diagram, meningkatkan, proses bisnis, pengumpulan data, fungsi, sistem informasi, arsitektur sistem informasi, data terintegrasi, proses, arsitektur sistem",G6401211025
Riset Pengguna Web Mata Kuliah Desain Pengalaman Pengguna Untuk Mendukung Kegiatan Pembelajaran Berbasis Proyek,"Auzi Asfarian, S.Komp., M.Kom.","desain pengalaman, interaksi manusiakomputer, proses, pemikiran, pengalaman pengguna",G6401211025
"Sistem Informasi Jamu pada Serat Centhini, Buku Jampi dan Kitab Tibb.","Prof. Dr. Eng. Wisnu Ananta Kusuma, ST, MT","class diagram, modeling language, php, prototyping, sql, tes, uml, unified modeling language, komunikasi, keanekaragaman, sistem informasi, pengujian sistem",G6401211025
Sistem Manajemen Basis Data Patroli Pencegahan Karhutla Wilayah Sumatra,"Prof. Dr. Imas Sukaesih Sitanggang, S.Si, M.Kom","economics, mobile web, prototyping, sistem akuisisi, komunikasi, ilmu komputer, visualisasi data, manajemen basis data, proses pengembangan, sistem informasi, proses, model relasional, sistem arsitektur, visualisasi",G6401211026
Perancangan Arsitektur Sistem Informasi Patroli Pencegahan Kebakaran Hutan dan Lahan (SIPP Karhutla) Menggunakan TOGAF ADM,"Dr. Hendra Rahmawan, S.Kom, M.Kom","architecture framework, bpmn, business process, business process model, business process modeling, class diagram, information system, process, process modeling, requirements management, system architectures, use case diagram, model arsitektur, pengumpulan data, proses pengembangan, ekonomi, perangkat keras, kualitas informasi, sistem informasi, arsitektur sistem informasi, teknologi informasi, proses, kepuasan, kualitas layanan, perangkat lunak, arsitektur sistem, kualitas sistem",G6401211026
"Sistem Informasi Jamu pada Serat Centhini, Buku Jampi dan Kitab Tibb.","Prof. Dr. Eng. Wisnu Ananta Kusuma, ST, MT","class diagram, modeling language, php, prototyping, sql, tes, uml, unified modeling language, komunikasi, keanekaragaman, sistem informasi, pengujian sistem",G6401211026
Analisis dan Perancangan Arsitektur Sistem Informasi Internal pada Sekolah Bisnis – Institut Pertanian Bogor dengan metode TOGAF-ADM,"Irman Hermadi, S.Kom, MS, P.hD","activity diagram, architecture framework, class diagram, enterprise architecture, information system, information system architecture, modelling language, process, system architecture, uml, unified modelling language, use case diagram, meningkatkan, proses bisnis, pengumpulan data, fungsi, sistem informasi, arsitektur sistem informasi, data terintegrasi, proses, arsitektur sistem",G6401211026
Pengembangan Sistem Informasi Manajemen Stok Produk di Pusat Kajian Hortikultura Tropika IPB,"Auriza Rahmad Akbar, S.Komp., M.Kom.","proses bisnis, sistem informasi, proses",G6401211026
Clustering Interaksi antar Protein dan Fungsi Molekuler Menggunakan Graf Fuzzy K-partite,"Prof. Dr. Eng. Wisnu Ananta Kusuma, ST, MT","clustering, database, meningkatkan, pembentukan sel, hasil pengelompokan, pengumpulan data, fungsi, proses, proses penemuan",G6401211027
Perancangan dan Implementasi Modul Frontend Sistem Alumni Peduli Berbasis Web Menggunakan Pendekatan UX,"Dr. Yani Nurhadryani, S.Si, MT","meningkatkan, fungsi, kejelasan, proses",G6401211027
Pemetaan Daerah Rawan kebakaran di Lahan Gambut Berdasarkan Pola Sekuens Titik Panas di Kabupaten Pulang Pisau Kalimantan Tengah,"Prof. Dr. Imas Sukaesih Sitanggang, S.Si, M.Kom","cma, data mining, antara, keanekaragaman, ekonomi, fungsi, proses, menarik, validasi",G6401211027
Pengembangan Business Trip Management Sytem Menggunakan Workflow Engine (Studi Kasus PT AMN Indonesia).,"Irman Hermadi, S.Kom, MS, P.hD","engine, prototyping, fungsi, teknologi informasi",G6401211027
Analisis Jejaring Interaksi Protein-Protein untuk Mengidentifikasi Protein Penting Terkait Hiperinflamasi pada COVID-19,"Dr. Eng. Annisa, S.Kom, M.Kom","bipartite graph, centrality measure, clustering, jaringan biologis, seluler, fungsi, ontologi, proses, proses penemuan, topologi",G6401211027
Sistem Manajemen Basis Data Patroli Pencegahan Karhutla Wilayah Sumatra,"Prof. Dr. Imas Sukaesih Sitanggang, S.Si, M.Kom","economics, mobile web, prototyping, sistem akuisisi, komunikasi, ilmu komputer, visualisasi data, manajemen basis data, proses pengembangan, sistem informasi, proses, model relasional, sistem arsitektur, visualisasi",G6401211028
Perancangan Arsitektur Sistem Informasi Patroli Pencegahan Kebakaran Hutan dan Lahan (SIPP Karhutla) Menggunakan TOGAF ADM,"Dr. Hendra Rahmawan, S.Kom, M.Kom","architecture framework, bpmn, business process, business process model, business process modeling, class diagram, information system, process, process modeling, requirements management, system architectures, use case diagram, model arsitektur, pengumpulan data, proses pengembangan, ekonomi, perangkat keras, kualitas informasi, sistem informasi, arsitektur sistem informasi, teknologi informasi, proses, kepuasan, kualitas layanan, perangkat lunak, arsitektur sistem, kualitas sistem",G6401211028
Optimasi Proses Pembuatan Wafer Pakan yang Mengandung Bahan Limbah Kacang Tanah pada Suhu Pemanasan Berbeda,"Dr. Eng. Annisa, S.Kom, M.Kom","c, conditions, process, proses",G6401211028
Analisis dan Perancangan Arsitektur Sistem Informasi Internal pada Sekolah Bisnis – Institut Pertanian Bogor dengan metode TOGAF-ADM,"Irman Hermadi, S.Kom, MS, P.hD","activity diagram, architecture framework, class diagram, enterprise architecture, information system, information system architecture, modelling language, process, system architecture, uml, unified modelling language, use case diagram, meningkatkan, proses bisnis, pengumpulan data, fungsi, sistem informasi, arsitektur sistem informasi, data terintegrasi, proses, arsitektur sistem",G6401211028
Pengembangan Modul Pelaksanaan dan Pemantauan Tugas Akhir pada Sistem Informasi Manajemen Tugas Akhir,"Dean Apriana Ramadhan, S.Kom., M.Kom.","software, software development, ilmu komputer, fungsi, sistem informasi, sistem informasi manajemen",G6401211028
