Title,processed_abstract,NIM
Perancangan Enterprise Architecture pada Layanan Pemeriksaan Barang Bukti Laboratorium Forensik untuk Mendukung Pengembangan E-government, laboratorium forensik labfor merupakan bagian struktur lembaga kepolisian negara republik indonesia polri berfungsi memberikan dukungan pemeriksaan barang bukti penyidik hasil pengamatan dilakukan diketahui proses bisnis berjalan labfor polda jateng dimulai registrasi permohonan pemeriksaan barang bukti persetujuan disposisi stakeholder penyerahan hasil pemeriksaan barang bukti seluruhnya dilakukan manual belum berbasi it sesuai dengan program kerja promoter professional modern terpercaya polri melakukan peningkatan pelayanan publik lebih mudah masyarakat berbasis ti penelitian dilakukan perancangan enterprise architecture menggunakan framework togaf adm strategi penerapan egovernment sesuai dilingkungkan laboratorium forensik polri tahapan perancangan terdiri vision architecture business architecture information architecture penelitian menghasilkan analisis fungsi fitur monitoring pendigitalisasian data tracking progres pemeriksaan pada sistem mendukung layanan pemeriksaan barang bukti forensik ada labfor polda jateng,G6401221094
Perancangan dan Implementasi Modul Frontend Sistem Alumni Peduli Berbasis Web Menggunakan Pendekatan UX, sistem alumni peduli sistem digunakan berbagi memperoleh bantuan antar alumni mahasiswa penulis mengembangkan modul crowdfunding bagian frontend sistem alumni peduli meningkatkan partisipasi alumni akademik non akademik penelitian dilakukan membuat alumni melihat transparansi donasi telah dilakukan metode digunakan penelitian metode five planes terdapat 5 tahapan strategy plane scope plane structure plane skeleton plane surface plane aplikasi dikembangkan menggunakan framework laravel fungsifungsi diimplementasikan alumni peduli menerapkan indikator transparansi akuntabilitas yaitu fungsi campaign merupakan indikator kejelasan kelengkapan informasi fungsi donasi fungsi laporan campaign indikator kesediaan aksesibilitas dokumen fungsi notifikasi indikator keterbukaan proses,G6401221094
Clustering Interaksi antar Protein dan Fungsi Molekuler Menggunakan Graf Fuzzy K-partite, protein merupakan komponen penting tubuh berhubungan pembentukan sel manusia disfungsi protein mempengaruhi produksi produk sel metabolisme tubuh karena disfungsi protein menyebabkan kematian sel kegagalan fungsi organ tertentu salah satu penyakit disebabkan kematian sel penyakit parkinson upaya mengembalikan fungsi protein fungsi normalnya dilakukannya terapi protein tersebut obat tepat tahapan awal dilakukan proses penemuan obat meningkatkan efektifitas diagnosa penyakit parkinson menemukan proteinprotein target penyakit parkinson penelitian bertujuan melakukan clustering interaksi antar protein fungsi molekuler penyakit parkinson direpresentasikan graf bipartite hasil pengelompokan kemudian dianalisis menggunakan informasi terdapat dalam database david diidentifikasi target protein fungsi molekuler penyakit parkinson pengumpulan data dilakukan mendapatkan protein target fungsi molekuler beberapa pangkalan data pengumpulan data protein fungsi molekuler dimulai melakukan pencarian data gen penyakit parkinson pangkalan data omim pencarian berlanjut mencari data interaksi antar protein ppi pangkalan data string selanjutnya data ppi digunakan data input pangkalan data uniprot menemukan data fungsi molekuler implementasi clustering ppi fungsi molekuler menggunakan pendekatan fuzzy kpartite graph clustering penelitian menghasilkan 19 protein target pemicu utama perkembangan penyakit parkinson protein tersebut adalahh park2 park 7 snca pink1 lrrk2 mapt gba eif4g1 tbp chchd2 vps35 htra2 gigyf2 fbxo7 pla2g6 prkag2 atxn2 synj1 dnajc6 penelitian ditemukan cluster protein terbesar cluster protein 11 dengan anggota protein synuclein alpha snca itu ditemukan sebagian besar fungsi molekuler terkait dengan pensinyalan sel neuron sistem saraf pusat sebagai metabolisme membran sel adapun manfaat penelitian yaitu protein target fungsi molekuler digunakan mengoptimalkan penemuan formula obat penyakit parkinson,G6401221094
Pemodelan dan Prediksi Interaksi Protein-protein Diabetes Mellitus Tipe 2 dengan Feedforward Neural Network, suatu protein berinteraksi protein lainnya menjalankan suatu fungsi biologis data interaksi proteinprotein terbatas pendekatan komputasional menjadi alternatif pendekatan eksperimental yang membutuhkan banyak sumber daya arsitektur feedforward neural network fnn diterapkan memodelkan memprediksi interaksi proteinprotein terkait diabetes mellitus tipe 2 dapat dinyatakan suatu fungsi matematika yang kompleks fungsi aktivasi jumlah unit hidden layer jumlah hidden layer berbedabeda diamati pengaruhnya galat pendugaan model fnn memberikan nilai galat pendugaan terkecil fungsi aktivasi rectifier tiga puluh enam unit hidden layer tujuh hidden layer model fnn dengan konfigurasi tersebut berhasil memprediksi tingkat kepercayaan interaksi proteinprotein dengan keluaran sebesar 0 922 berdasarkan larik diberikan model tersebut memberikan performa lebih baik model random forest dan support vector regression hal akurasi prediksi interaksi proteinprotein,G6401221094
Pemetaan Daerah Rawan kebakaran di Lahan Gambut Berdasarkan Pola Sekuens Titik Panas di Kabupaten Pulang Pisau Kalimantan Tengah, kebakaran hutan lahan merupakan salah satu penyebab utama deforestasi hutan indonesia memiliki kerusakan signifikan terhadap hilangnya keanekaragaman hayati polusi udara kerugian ekonomi penelitian membuat pemodelan spasial menghubungkan kejadian kebakaran faktorfaktor dapat memengaruhinya model spasial tingkat kerawanan kebakaran hutan lahan dibangun metode cma composite mapping analysis titik panas digunakan penelitian ini merupakan hasil pengolahan data mining metode sequential pattern mining bertujuan menemukan hubungan menarik antara kejadian peristiwa berurutan pola sering muncul penelitian diperoleh enam faktor memengaruhi kebakaran hutan lahan setelah dilakukan proses skoring uji validasi terdapat empat faktor yang berpengaruh kejadian kebakaran area studi fungsi kawasan kedalaman gambut jarak kanal jarak jalan kejadian kebakaran hutan dan lahan area studi dipengaruhi kedalaman gambut kejadian kebakaran banyak terjadi gambut dengan kedalam 400800 cm kejadian kebakaran hutan lahan dipengaruhi jarak kanal dibangun disekitar lahan gambut jarak kanal berpengaruh kejadian kebakaran banyak ditemukan jarak 200900 m kanal faktor jarak jalan memengaruhi terjadinya kebakaran hutan lahan area studi kebakaran hutan lahan banyak terjadi jarak 14 km jalan faktor fungsi kawasan memengaruhi kejadian kebakaran area studi dan fungsi kawasan hutan merupakan fungsi kawasan paling banyak terjadi kebakaran hutan dibandingkan fungsi kawasan pada area penelitian,G6401221094
Pemodelan dan Prediksi Interaksi Protein-protein Diabetes Mellitus Tipe 2 dengan Feedforward Neural Network, suatu protein berinteraksi protein lainnya menjalankan suatu fungsi biologis data interaksi proteinprotein terbatas pendekatan komputasional menjadi alternatif pendekatan eksperimental yang membutuhkan banyak sumber daya arsitektur feedforward neural network fnn diterapkan memodelkan memprediksi interaksi proteinprotein terkait diabetes mellitus tipe 2 dapat dinyatakan suatu fungsi matematika yang kompleks fungsi aktivasi jumlah unit hidden layer jumlah hidden layer berbedabeda diamati pengaruhnya galat pendugaan model fnn memberikan nilai galat pendugaan terkecil fungsi aktivasi rectifier tiga puluh enam unit hidden layer tujuh hidden layer model fnn dengan konfigurasi tersebut berhasil memprediksi tingkat kepercayaan interaksi proteinprotein dengan keluaran sebesar 0 922 berdasarkan larik diberikan model tersebut memberikan performa lebih baik model random forest dan support vector regression hal akurasi prediksi interaksi proteinprotein,G6401221096
Clustering Interaksi antar Protein dan Fungsi Molekuler Menggunakan Graf Fuzzy K-partite, protein merupakan komponen penting tubuh berhubungan pembentukan sel manusia disfungsi protein mempengaruhi produksi produk sel metabolisme tubuh karena disfungsi protein menyebabkan kematian sel kegagalan fungsi organ tertentu salah satu penyakit disebabkan kematian sel penyakit parkinson upaya mengembalikan fungsi protein fungsi normalnya dilakukannya terapi protein tersebut obat tepat tahapan awal dilakukan proses penemuan obat meningkatkan efektifitas diagnosa penyakit parkinson menemukan proteinprotein target penyakit parkinson penelitian bertujuan melakukan clustering interaksi antar protein fungsi molekuler penyakit parkinson direpresentasikan graf bipartite hasil pengelompokan kemudian dianalisis menggunakan informasi terdapat dalam database david diidentifikasi target protein fungsi molekuler penyakit parkinson pengumpulan data dilakukan mendapatkan protein target fungsi molekuler beberapa pangkalan data pengumpulan data protein fungsi molekuler dimulai melakukan pencarian data gen penyakit parkinson pangkalan data omim pencarian berlanjut mencari data interaksi antar protein ppi pangkalan data string selanjutnya data ppi digunakan data input pangkalan data uniprot menemukan data fungsi molekuler implementasi clustering ppi fungsi molekuler menggunakan pendekatan fuzzy kpartite graph clustering penelitian menghasilkan 19 protein target pemicu utama perkembangan penyakit parkinson protein tersebut adalahh park2 park 7 snca pink1 lrrk2 mapt gba eif4g1 tbp chchd2 vps35 htra2 gigyf2 fbxo7 pla2g6 prkag2 atxn2 synj1 dnajc6 penelitian ditemukan cluster protein terbesar cluster protein 11 dengan anggota protein synuclein alpha snca itu ditemukan sebagian besar fungsi molekuler terkait dengan pensinyalan sel neuron sistem saraf pusat sebagai metabolisme membran sel adapun manfaat penelitian yaitu protein target fungsi molekuler digunakan mengoptimalkan penemuan formula obat penyakit parkinson,G6401221096
Perancangan dan Implementasi Modul Frontend Sistem Alumni Peduli Berbasis Web Menggunakan Pendekatan UX, sistem alumni peduli sistem digunakan berbagi memperoleh bantuan antar alumni mahasiswa penulis mengembangkan modul crowdfunding bagian frontend sistem alumni peduli meningkatkan partisipasi alumni akademik non akademik penelitian dilakukan membuat alumni melihat transparansi donasi telah dilakukan metode digunakan penelitian metode five planes terdapat 5 tahapan strategy plane scope plane structure plane skeleton plane surface plane aplikasi dikembangkan menggunakan framework laravel fungsifungsi diimplementasikan alumni peduli menerapkan indikator transparansi akuntabilitas yaitu fungsi campaign merupakan indikator kejelasan kelengkapan informasi fungsi donasi fungsi laporan campaign indikator kesediaan aksesibilitas dokumen fungsi notifikasi indikator keterbukaan proses,G6401221096
Perancangan Enterprise Architecture pada Layanan Pemeriksaan Barang Bukti Laboratorium Forensik untuk Mendukung Pengembangan E-government, laboratorium forensik labfor merupakan bagian struktur lembaga kepolisian negara republik indonesia polri berfungsi memberikan dukungan pemeriksaan barang bukti penyidik hasil pengamatan dilakukan diketahui proses bisnis berjalan labfor polda jateng dimulai registrasi permohonan pemeriksaan barang bukti persetujuan disposisi stakeholder penyerahan hasil pemeriksaan barang bukti seluruhnya dilakukan manual belum berbasi it sesuai dengan program kerja promoter professional modern terpercaya polri melakukan peningkatan pelayanan publik lebih mudah masyarakat berbasis ti penelitian dilakukan perancangan enterprise architecture menggunakan framework togaf adm strategi penerapan egovernment sesuai dilingkungkan laboratorium forensik polri tahapan perancangan terdiri vision architecture business architecture information architecture penelitian menghasilkan analisis fungsi fitur monitoring pendigitalisasian data tracking progres pemeriksaan pada sistem mendukung layanan pemeriksaan barang bukti forensik ada labfor polda jateng,G6401221096
Pengembangan Aplikasi Penggajian Berbasis Web di Peternakan Al-Baqoroh Menggunakan Metode Incremental., albaqoroh merupakan salah satu peternakan sapi perah kabupaten bogor pencatatan perhitungan gaji pegawainya dilakukan sacara konvensional itu menyebabkan efektifnya ruang penyimpanan tidak efisiennya waktu perhitungan dibuatlah suatu aplikasi penggajian menggunakan metode incremental terdiri 13 kebutuhan fungsional dikerjakan 2 increment fungsi pencatatan perhitungan terdapat 5 tahapan pengerjaan increment komunikasi perancangan pemodelan konstruksi penyerahan sistem terdapat 8 fungsi dikerjakan increment pertama 5 fungsi increment kedua setiap fungsi setiap increment berhasil terapkan diuji pemilik peternakan total kasus uji 86 kasus increment pertama 22 kasus untuk increment kedua pengembangan aplikasi penggajian dilakukan menggunakan bahasa pemrograman php rdbms mariadb framework codeigniter penelitian menghasilkan suatu aplikasi penggajian dapat membantu melakukan pencatatan perhitungan gaji pegawai peternakan albaqoroh,G6401221096
Pengembangan dan Optimasi Pangkalan data NoSql pada Sistem Patriot Pangan, peningkatan jumlah data menyebabkan pengelolaan data konsep relasional sulit dilakukan konsep nosql digunakan menanggulangi bentuk data tidak terstuktur pengembangan pangkalan data lebih dinamis fleksibel meningkatkan performa sistem konsep pangkalan data nosql diterapkan patriot pangan patriot pangan sistem peringatan dini kerawanan pangan melaporkan membari donasi keluarga yang rawan pangan sistem patriot pangan dinilai merupakan sistem kompleks karena memantau 34 provinsi 416 kabupaten 7 215 kecamatan 80 534 desa indonesia real time pengembangan sistem menggunakan metode scrum diselesaikan 5 proses sprint pangkalan data dibuat 22 kelas 142 atribut taraf kohesi digunakan mengukur kekuatan dari arsitektur sistem nilai kohesi tinggi mempengaruhi performa pangkalan data hasil perhitungan nilai kohesi pertama 5 kelas kohesi tinggi14 kelas kohesi sedang 3 kelas kohesi rendah dilakukan perbaikan didapat 6 kelas memiliki nilai kohesi tinggi 15 kelas mempunyai nilai kohesi yang sedang 1 kelas mempunyai nilai kohesi rendah dilakukan uji coba dengan membandingkan waktu respon hasil kelas didapat ratarata penurunan waktu respon sebesar 26 9 peningkatan nilai kohesi diiringi penurunan waktu respon,G6401221097
Pengembangan Knowledge Management System untuk Mendukung Produksi Sepatu Berkualitas, saat setiap organisasi mulai menyadari organisasi juga bergantung pengetahuan sumber daya manusia dimiliki suatu organisasi merupakan salah satu aset penting perusahaan pengetahuan yang dimiliki setiap karyawan berbagai ilmu bidang keahlian dalam memproduksi sepatu memiliki nilainya masingmasing mana nilai tersebut dapat menambah pengetahuan baik sesama karyawan maupun perusahaan jika pengelolaan pengetahuan dilakukan baik pengetahuan dapat hilang tidak dimanfaatkan baik dampak pengelolaan pengetahuan dirasakan people proses produk performa organisasi pt pai merupakan perusahaan bergerak bidang industri sepatu informasi pengetahuan dimiliki setiap karyawannya mengenai cara memproduksi sepatu berkulitas dikelola disimpan baik karyawan banyak keluar masuk seringnya terjadi mutasi karyawan menyebabkan terdapat banyak hasil produksi sepatu cacat mengurangi target produksi karena penelitian bertujuan membuat rancangan knowledge management system bagian produksi bertujuan mengelola pengetahuan dimiliki karyawan baik masih bersifat tacit explicit agar memudahkan karyawan menggunakan pengetahuan ada mendapatkan referensi mempercepat proses pencarian informasi yang berkaitan produksi sepatu metode digunakan penelitian mengadopsi metode awad ghaziri menggunakan 5 tahapan utama kmslc tahapan pertama adalah mengevaluasi infrastruktur ada kedua membentuk tim manajemen pengetahuan ketiga menangkap pengetahuan dengan mengelompokan pengetahuan tacit pengetahuan masih berada pada sumber pengetahuan sendiri pakar pengetahuan bersifat explicit yaitu pengetahuan memang dibukukan tahapan keempat adalah mendesain blueprint kms mendesain sistem menggunakan metode terstruktur lain pembuatan unified modeling language uml perancangan basis data meliputi pembuatan class diagram entity relationship diagram erd dan rancangan tabel tahapan kelima memverifikasi memvalidasi kms yaitu memverifikasi pengetahuan akan dirancang benar dengan dibutuhkan user untuk mengetahui sistem tersebut valid tidak dilakukkan uji tes fungsionalitas sistem dengan menggunakan metode blackbox testing tahap juga dilakukan pengkodean dengan menggunakan bahasa pemograman php suatu framework yaitu codeigniter basis data my sql berdasarkan penelitian dilakukan telah berhasil dibuat knowledge management system berbasis web sistem dikembangkan berupa aplikasi knowledge sharing knowledge transfer halaman utama login terdapat 3 level hak akses pakar melakukan pengelolaan pengetahuan edokumen konsultasi thread pengelolaan komentar admin dapat melakukan pengelolaan profil berita agenda rapat kritik kontak pengelolaan data pakar karyawan halaman karyawan pengguna melakukan pencarian pengetahuan unduh dokumen mengajukan pertanyaan atau komentar berdasarkan serangkaian pengujian sistem sisi fungsionalitas telah sesuai kebutuhan user perusahaan sudah dibangun dengan benar hasil implementasi sistem diakses online menunggu persetujuan dari kepala divisi produksi direksi perusahaan merupakan tenaga kerja asing adanya knowledge management system pakar dan karyawan internal perusahaan dapat dengan mudah memperoleh pengetahuan terkait proses produksi sepatu mengurangi hasil produksi sepatu cacat,G6401221097
Perancangan Pengalaman Pengguna Aplikasi E-Initiative Patriot Pangan Modul Crowdfunding, indonesia merupakan negara kekuatan perekonomian terbesar keempat dunia indonesia terancam masalah serius kerawanan pangan penelitian sebelumnya dibuat sebuah aplikasi patriot pangan tetapi aplikasi hanya sebatas pelaporan kerawanan pangan sampai aksi selanjutnya penelitian dibuat menghasilkan rancangan aplikasi mobile einitiative patriot pangan platform crowdfunding pendekatan user experience dapat membantu mengatasi kerawanan pangan mewujudkan ketahanan pangan indonesia metode digunakan proses perancangan aplikasi the wheel metode berupa tahap siklus dimulai dari tahap analisis kebutuhan pengguna menggunakan wawancara penyebaran kuisoner competitive analysis tahap desain dilakukan persona sketsa storyboard wireframes lalu hasil tahap desain implementasikan bentuk prototipe mediumfidelity tahap evaluasi prototipe mediumfidelity dilakukan usability testing metode thinkaloud diperoleh hasil performance task success rate sebesar 85 32,G6401221097
Pengembangan Sistem Informasi Manajemen Stok Produk di Pusat Kajian Hortikultura Tropika IPB, informasi terintegrasi menjadi sebuah sistem mutlak diperlukan dalam menunjang kegiatankegiatan bisnis perusahaan pusat kajian hortikultura tropika pkht merupakan pusat penelitian bawah lembaga penelitian pengabdian kepada masyarakat institut pertanian bogor lppm ipb pkht memiliki salah satu proses bisnis penting manajemen pengadaan produk ada di pkht proses manajemen pemantauan pengadaan produk bersifat manual menyebabkan sulitnya memantau proses manajemen pengadaan produk sesuai transaksi input stok produk ada di pkht penerapan sistem informasi proses manajemen produk terdiri atas modul manajemen pengadaan produk pemantauan riwayat transaksi masuk dan keluarnya produk pkht ipb sistem dapat mengefisiensikan pengawasan,G6401221097
Monitoring Kesehatan Tanaman Tebu Dengan Menggunakan Citra Satelit., agroindustri tebu merupakan industri mempunyai peran penting terkait penyediaan komoditas strategis gula tahun 2017 produksi gula lokal mencapai 343 747 ton menurun menjadi 335 839 ton tahun 2018 menurunnya produksi gula disebabkan faktor cuaca tidak sistem monitoring kesehatan tebu penelitian bertujuan menerapkan teknik remote sensing menggunakan satelit landsat8 mengestimasi nilai ndvi tanaman tebu berdasarkan citra satelit mengestimasi nilai index ndvi satu tiga pertama berdasarkan nilai ndvi beberapa bulan sebelumnya menggunakan algoritme prophet 5 proses perlu dilakukan membuat sistem pertama pengumpulan data praproses ekstraksi fitur mana ekstraksi menghasilkan nilai indeks ndvi pembuatan model menggunakan prophet evaluasi menggunakan mae implementasi model terbaik dihasilkan data train juli 2017 juni 2019 dan prediksi bulan pertama nilai mae sebesar 0 104,G6401221097
Clustering Interaksi antar Protein dan Fungsi Molekuler Menggunakan Graf Fuzzy K-partite, protein merupakan komponen penting tubuh berhubungan pembentukan sel manusia disfungsi protein mempengaruhi produksi produk sel metabolisme tubuh karena disfungsi protein menyebabkan kematian sel kegagalan fungsi organ tertentu salah satu penyakit disebabkan kematian sel penyakit parkinson upaya mengembalikan fungsi protein fungsi normalnya dilakukannya terapi protein tersebut obat tepat tahapan awal dilakukan proses penemuan obat meningkatkan efektifitas diagnosa penyakit parkinson menemukan proteinprotein target penyakit parkinson penelitian bertujuan melakukan clustering interaksi antar protein fungsi molekuler penyakit parkinson direpresentasikan graf bipartite hasil pengelompokan kemudian dianalisis menggunakan informasi terdapat dalam database david diidentifikasi target protein fungsi molekuler penyakit parkinson pengumpulan data dilakukan mendapatkan protein target fungsi molekuler beberapa pangkalan data pengumpulan data protein fungsi molekuler dimulai melakukan pencarian data gen penyakit parkinson pangkalan data omim pencarian berlanjut mencari data interaksi antar protein ppi pangkalan data string selanjutnya data ppi digunakan data input pangkalan data uniprot menemukan data fungsi molekuler implementasi clustering ppi fungsi molekuler menggunakan pendekatan fuzzy kpartite graph clustering penelitian menghasilkan 19 protein target pemicu utama perkembangan penyakit parkinson protein tersebut adalahh park2 park 7 snca pink1 lrrk2 mapt gba eif4g1 tbp chchd2 vps35 htra2 gigyf2 fbxo7 pla2g6 prkag2 atxn2 synj1 dnajc6 penelitian ditemukan cluster protein terbesar cluster protein 11 dengan anggota protein synuclein alpha snca itu ditemukan sebagian besar fungsi molekuler terkait dengan pensinyalan sel neuron sistem saraf pusat sebagai metabolisme membran sel adapun manfaat penelitian yaitu protein target fungsi molekuler digunakan mengoptimalkan penemuan formula obat penyakit parkinson,G6401221098
Perancangan dan Implementasi Modul Frontend Sistem Alumni Peduli Berbasis Web Menggunakan Pendekatan UX, sistem alumni peduli sistem digunakan berbagi memperoleh bantuan antar alumni mahasiswa penulis mengembangkan modul crowdfunding bagian frontend sistem alumni peduli meningkatkan partisipasi alumni akademik non akademik penelitian dilakukan membuat alumni melihat transparansi donasi telah dilakukan metode digunakan penelitian metode five planes terdapat 5 tahapan strategy plane scope plane structure plane skeleton plane surface plane aplikasi dikembangkan menggunakan framework laravel fungsifungsi diimplementasikan alumni peduli menerapkan indikator transparansi akuntabilitas yaitu fungsi campaign merupakan indikator kejelasan kelengkapan informasi fungsi donasi fungsi laporan campaign indikator kesediaan aksesibilitas dokumen fungsi notifikasi indikator keterbukaan proses,G6401221098
Pemodelan dan Prediksi Interaksi Protein-protein Diabetes Mellitus Tipe 2 dengan Feedforward Neural Network, suatu protein berinteraksi protein lainnya menjalankan suatu fungsi biologis data interaksi proteinprotein terbatas pendekatan komputasional menjadi alternatif pendekatan eksperimental yang membutuhkan banyak sumber daya arsitektur feedforward neural network fnn diterapkan memodelkan memprediksi interaksi proteinprotein terkait diabetes mellitus tipe 2 dapat dinyatakan suatu fungsi matematika yang kompleks fungsi aktivasi jumlah unit hidden layer jumlah hidden layer berbedabeda diamati pengaruhnya galat pendugaan model fnn memberikan nilai galat pendugaan terkecil fungsi aktivasi rectifier tiga puluh enam unit hidden layer tujuh hidden layer model fnn dengan konfigurasi tersebut berhasil memprediksi tingkat kepercayaan interaksi proteinprotein dengan keluaran sebesar 0 922 berdasarkan larik diberikan model tersebut memberikan performa lebih baik model random forest dan support vector regression hal akurasi prediksi interaksi proteinprotein,G6401221098
Perancangan Enterprise Architecture pada Layanan Pemeriksaan Barang Bukti Laboratorium Forensik untuk Mendukung Pengembangan E-government, laboratorium forensik labfor merupakan bagian struktur lembaga kepolisian negara republik indonesia polri berfungsi memberikan dukungan pemeriksaan barang bukti penyidik hasil pengamatan dilakukan diketahui proses bisnis berjalan labfor polda jateng dimulai registrasi permohonan pemeriksaan barang bukti persetujuan disposisi stakeholder penyerahan hasil pemeriksaan barang bukti seluruhnya dilakukan manual belum berbasi it sesuai dengan program kerja promoter professional modern terpercaya polri melakukan peningkatan pelayanan publik lebih mudah masyarakat berbasis ti penelitian dilakukan perancangan enterprise architecture menggunakan framework togaf adm strategi penerapan egovernment sesuai dilingkungkan laboratorium forensik polri tahapan perancangan terdiri vision architecture business architecture information architecture penelitian menghasilkan analisis fungsi fitur monitoring pendigitalisasian data tracking progres pemeriksaan pada sistem mendukung layanan pemeriksaan barang bukti forensik ada labfor polda jateng,G6401221098
Pengembangan Aplikasi Penggajian Berbasis Web di Peternakan Al-Baqoroh Menggunakan Metode Incremental., albaqoroh merupakan salah satu peternakan sapi perah kabupaten bogor pencatatan perhitungan gaji pegawainya dilakukan sacara konvensional itu menyebabkan efektifnya ruang penyimpanan tidak efisiennya waktu perhitungan dibuatlah suatu aplikasi penggajian menggunakan metode incremental terdiri 13 kebutuhan fungsional dikerjakan 2 increment fungsi pencatatan perhitungan terdapat 5 tahapan pengerjaan increment komunikasi perancangan pemodelan konstruksi penyerahan sistem terdapat 8 fungsi dikerjakan increment pertama 5 fungsi increment kedua setiap fungsi setiap increment berhasil terapkan diuji pemilik peternakan total kasus uji 86 kasus increment pertama 22 kasus untuk increment kedua pengembangan aplikasi penggajian dilakukan menggunakan bahasa pemrograman php rdbms mariadb framework codeigniter penelitian menghasilkan suatu aplikasi penggajian dapat membantu melakukan pencatatan perhitungan gaji pegawai peternakan albaqoroh,G6401221098
Pemodelan dan Prediksi Interaksi Protein-protein Diabetes Mellitus Tipe 2 dengan Feedforward Neural Network, suatu protein berinteraksi protein lainnya menjalankan suatu fungsi biologis data interaksi proteinprotein terbatas pendekatan komputasional menjadi alternatif pendekatan eksperimental yang membutuhkan banyak sumber daya arsitektur feedforward neural network fnn diterapkan memodelkan memprediksi interaksi proteinprotein terkait diabetes mellitus tipe 2 dapat dinyatakan suatu fungsi matematika yang kompleks fungsi aktivasi jumlah unit hidden layer jumlah hidden layer berbedabeda diamati pengaruhnya galat pendugaan model fnn memberikan nilai galat pendugaan terkecil fungsi aktivasi rectifier tiga puluh enam unit hidden layer tujuh hidden layer model fnn dengan konfigurasi tersebut berhasil memprediksi tingkat kepercayaan interaksi proteinprotein dengan keluaran sebesar 0 922 berdasarkan larik diberikan model tersebut memberikan performa lebih baik model random forest dan support vector regression hal akurasi prediksi interaksi proteinprotein,G6401221099
Clustering Interaksi antar Protein dan Fungsi Molekuler Menggunakan Graf Fuzzy K-partite, protein merupakan komponen penting tubuh berhubungan pembentukan sel manusia disfungsi protein mempengaruhi produksi produk sel metabolisme tubuh karena disfungsi protein menyebabkan kematian sel kegagalan fungsi organ tertentu salah satu penyakit disebabkan kematian sel penyakit parkinson upaya mengembalikan fungsi protein fungsi normalnya dilakukannya terapi protein tersebut obat tepat tahapan awal dilakukan proses penemuan obat meningkatkan efektifitas diagnosa penyakit parkinson menemukan proteinprotein target penyakit parkinson penelitian bertujuan melakukan clustering interaksi antar protein fungsi molekuler penyakit parkinson direpresentasikan graf bipartite hasil pengelompokan kemudian dianalisis menggunakan informasi terdapat dalam database david diidentifikasi target protein fungsi molekuler penyakit parkinson pengumpulan data dilakukan mendapatkan protein target fungsi molekuler beberapa pangkalan data pengumpulan data protein fungsi molekuler dimulai melakukan pencarian data gen penyakit parkinson pangkalan data omim pencarian berlanjut mencari data interaksi antar protein ppi pangkalan data string selanjutnya data ppi digunakan data input pangkalan data uniprot menemukan data fungsi molekuler implementasi clustering ppi fungsi molekuler menggunakan pendekatan fuzzy kpartite graph clustering penelitian menghasilkan 19 protein target pemicu utama perkembangan penyakit parkinson protein tersebut adalahh park2 park 7 snca pink1 lrrk2 mapt gba eif4g1 tbp chchd2 vps35 htra2 gigyf2 fbxo7 pla2g6 prkag2 atxn2 synj1 dnajc6 penelitian ditemukan cluster protein terbesar cluster protein 11 dengan anggota protein synuclein alpha snca itu ditemukan sebagian besar fungsi molekuler terkait dengan pensinyalan sel neuron sistem saraf pusat sebagai metabolisme membran sel adapun manfaat penelitian yaitu protein target fungsi molekuler digunakan mengoptimalkan penemuan formula obat penyakit parkinson,G6401221099
Perancangan dan Implementasi Modul Frontend Sistem Alumni Peduli Berbasis Web Menggunakan Pendekatan UX, sistem alumni peduli sistem digunakan berbagi memperoleh bantuan antar alumni mahasiswa penulis mengembangkan modul crowdfunding bagian frontend sistem alumni peduli meningkatkan partisipasi alumni akademik non akademik penelitian dilakukan membuat alumni melihat transparansi donasi telah dilakukan metode digunakan penelitian metode five planes terdapat 5 tahapan strategy plane scope plane structure plane skeleton plane surface plane aplikasi dikembangkan menggunakan framework laravel fungsifungsi diimplementasikan alumni peduli menerapkan indikator transparansi akuntabilitas yaitu fungsi campaign merupakan indikator kejelasan kelengkapan informasi fungsi donasi fungsi laporan campaign indikator kesediaan aksesibilitas dokumen fungsi notifikasi indikator keterbukaan proses,G6401221099
Perancangan Enterprise Architecture pada Layanan Pemeriksaan Barang Bukti Laboratorium Forensik untuk Mendukung Pengembangan E-government, laboratorium forensik labfor merupakan bagian struktur lembaga kepolisian negara republik indonesia polri berfungsi memberikan dukungan pemeriksaan barang bukti penyidik hasil pengamatan dilakukan diketahui proses bisnis berjalan labfor polda jateng dimulai registrasi permohonan pemeriksaan barang bukti persetujuan disposisi stakeholder penyerahan hasil pemeriksaan barang bukti seluruhnya dilakukan manual belum berbasi it sesuai dengan program kerja promoter professional modern terpercaya polri melakukan peningkatan pelayanan publik lebih mudah masyarakat berbasis ti penelitian dilakukan perancangan enterprise architecture menggunakan framework togaf adm strategi penerapan egovernment sesuai dilingkungkan laboratorium forensik polri tahapan perancangan terdiri vision architecture business architecture information architecture penelitian menghasilkan analisis fungsi fitur monitoring pendigitalisasian data tracking progres pemeriksaan pada sistem mendukung layanan pemeriksaan barang bukti forensik ada labfor polda jateng,G6401221099
